study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB35665	ERP118751	SAMEA6359354	ERS4125604	ERX3715192	ERR3711745	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	69181	36060767	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-33	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-33	8055285;8497817	b569dbc7186fbe532517af7d022fa213;c627bab6b0a603ebb8dcf9a4ab125284	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/005/ERR3711745/ERR3711745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/005/ERR3711745/ERR3711745_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/005/ERR3711745/ERR3711745_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/005/ERR3711745/ERR3711745_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/005/ERR3711745/ERR3711745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/005/ERR3711745/ERR3711745_2.fastq.gz	7848672;8296657	346917e489909209d2eb5dda11a960f6;8b80fe0d60c757a5736e702621124403	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711745/M5F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711745/M5F-V3-V4_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711745/M5F-V3-V4_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711745/M5F-V3-V4_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711745/M5F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711745/M5F-V3-V4_trimmed_R2.fastq.gz	FASTQ;FASTQ									M5F-V3-V4		M5F-V3-V4	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359355	ERS4125605	ERX3715193	ERR3711746	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	47184	24364539	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-34	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-34	4438059;4930718	4abe3c79e5ccde7cdcc4bd27cafea82e;ad57bf84173ce4414f1d1ff62060f099	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/006/ERR3711746/ERR3711746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/006/ERR3711746/ERR3711746_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/006/ERR3711746/ERR3711746_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/006/ERR3711746/ERR3711746_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/006/ERR3711746/ERR3711746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/006/ERR3711746/ERR3711746_2.fastq.gz	4293736;4777177	ccc3c6b2e9e9436e7594d18db06fd458;e2bebd4600e49a90f023849aed3b1bba	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711746/M6F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711746/M6F-V3-V4_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711746/M6F-V3-V4_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711746/M6F-V3-V4_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711746/M6F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711746/M6F-V3-V4_trimmed_R2.fastq.gz	FASTQ;FASTQ									M6F-V3-V4		M6F-V3-V4	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359356	ERS4125606	ERX3715194	ERR3711747	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	78712	40934454	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-35	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-35	8418142;8861431	9b768579453e2d7ed7d89277c8915057;5ef1268e31a2fd8bf179f484146309de	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/007/ERR3711747/ERR3711747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/007/ERR3711747/ERR3711747_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/007/ERR3711747/ERR3711747_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/007/ERR3711747/ERR3711747_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/007/ERR3711747/ERR3711747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/007/ERR3711747/ERR3711747_2.fastq.gz	8177588;8638430	c9e6e00c7d38383e007d4c221c2faaa7;ca6055795997e2b028350adacac7b7af	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711747/M7F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711747/M7F-V3-V4_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711747/M7F-V3-V4_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711747/M7F-V3-V4_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711747/M7F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711747/M7F-V3-V4_trimmed_R2.fastq.gz	FASTQ;FASTQ									M7F-V3-V4		M7F-V3-V4	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359357	ERS4125607	ERX3715195	ERR3711748	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	59184	30546578	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-36	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-36	7444404;7204214	1fdd4e24edc1f319aa4c89b617ab01fd;91776c2b010cdba1929400953c83be3b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/008/ERR3711748/ERR3711748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/008/ERR3711748/ERR3711748_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/008/ERR3711748/ERR3711748_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/008/ERR3711748/ERR3711748_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/008/ERR3711748/ERR3711748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/008/ERR3711748/ERR3711748_2.fastq.gz	7265176;7040521	578eabbe3dd41ac751d54a558a1bc57d;67b138581c27c947d470af3ccf55aa43	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711748/M8F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711748/M8F-V3-V4_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711748/M8F-V3-V4_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711748/M8F-V3-V4_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711748/M8F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711748/M8F-V3-V4_trimmed_R2.fastq.gz	FASTQ;FASTQ									M8F-V3-V4		M8F-V3-V4	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359358	ERS4125608	ERX3715196	ERR3711749	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	68140	35507866	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-37	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-37	7280965;7881603	03ccd66bc28a2a82eec37d784dcd55ae;274dde3b125ee8ff9666b8f4a154c868	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/009/ERR3711749/ERR3711749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/009/ERR3711749/ERR3711749_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/009/ERR3711749/ERR3711749_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/009/ERR3711749/ERR3711749_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/009/ERR3711749/ERR3711749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/009/ERR3711749/ERR3711749_2.fastq.gz	7067900;7690961	16b6b5d8197588759053ac43c852bdd7;b17a9321d81ee79b2896c9a1179d9eca	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711749/M9F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711749/M9F-V3-V4_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711749/M9F-V3-V4_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711749/M9F-V3-V4_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711749/M9F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711749/M9F-V3-V4_trimmed_R2.fastq.gz	FASTQ;FASTQ									M9F-V3-V4		M9F-V3-V4	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359359	ERS4125609	ERX3715197	ERR3711750	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	78994	43437913	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-38	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-38	7757062;9109231	3c8fc834c2f93a37af61a1c9c266450d;68f312aec5dff6c86bf959df6404685b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/000/ERR3711750/ERR3711750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/000/ERR3711750/ERR3711750_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/000/ERR3711750/ERR3711750_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/000/ERR3711750/ERR3711750_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/000/ERR3711750/ERR3711750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/000/ERR3711750/ERR3711750_2.fastq.gz	7527248;8879683	6d33675fd582431ccec7821a11626eb7;06f7a77c128872a29a1be8d1a4df8417	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711750/ML1F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711750/ML1F-V3-V4_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711750/ML1F-V3-V4_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711750/ML1F-V3-V4_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711750/ML1F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711750/ML1F-V3-V4_trimmed_R2.fastq.gz	FASTQ;FASTQ									ML1F-V3-V4		ML1F-V3-V4	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359360	ERS4125610	ERX3715198	ERR3711751	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	86282	47402102	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-39	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-39	7757108;9771524	9d3ee66850fa797b13c858291e43de25;71cfd285b0e6f466955663d68df5245f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/001/ERR3711751/ERR3711751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/001/ERR3711751/ERR3711751_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/001/ERR3711751/ERR3711751_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/001/ERR3711751/ERR3711751_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/001/ERR3711751/ERR3711751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/001/ERR3711751/ERR3711751_2.fastq.gz	7490547;9530011	38d7be4f93a030fe0afd797364a08013;35d7dd21ff02a292a0050a04a08d018d	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711751/ML2F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711751/ML2F-V3-V4_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711751/ML2F-V3-V4_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711751/ML2F-V3-V4_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711751/ML2F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711751/ML2F-V3-V4_trimmed_R2.fastq.gz	FASTQ;FASTQ									ML2F-V3-V4		ML2F-V3-V4	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359361	ERS4125611	ERX3715199	ERR3711752	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	103364	56725480	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-40	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-40	9204182;11443693	7fb2e1c38152bc28854f5b9ddd3c8af7;021101291e26aab2d8164b6285910447	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/002/ERR3711752/ERR3711752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/002/ERR3711752/ERR3711752_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/002/ERR3711752/ERR3711752_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/002/ERR3711752/ERR3711752_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/002/ERR3711752/ERR3711752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/002/ERR3711752/ERR3711752_2.fastq.gz	8869045;11140105	669ed1e71e64ee4ced732bcc6bea516b;b71f9e74afe82238506c2461807be32e	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711752/ML3F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711752/ML3F-V3-V4_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711752/ML3F-V3-V4_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711752/ML3F-V3-V4_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711752/ML3F-V3-V4_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711752/ML3F-V3-V4_trimmed_R2.fastq.gz	FASTQ;FASTQ									ML3F-V3-V4		ML3F-V3-V4	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359362	ERS4125612	ERX3715200	ERR3711753	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	72701	39875711	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-41	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-41	7284323;8457984	f26f40d105d182f2894b977234e42f51;f30376c35a0f112763552105b0bcaf78	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/003/ERR3711753/ERR3711753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/003/ERR3711753/ERR3711753_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/003/ERR3711753/ERR3711753_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/003/ERR3711753/ERR3711753_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/003/ERR3711753/ERR3711753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/003/ERR3711753/ERR3711753_2.fastq.gz	7040508;8216399	d02800dd6b95f384a639a8f57939c9d1;c06413905e5bef1d20852e0c88817ea6	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711753/C10F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711753/C10F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711753/C10F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711753/C10F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711753/C10F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711753/C10F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									C10F-ITS		C10F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359363	ERS4125613	ERX3715201	ERR3711754	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	63153	34752574	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-42	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-42	3971172;6060021	77bcf962d8f57823f43bbff66cad3e61;1dffb5898fd309dc79d26172bc8851f7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/004/ERR3711754/ERR3711754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/004/ERR3711754/ERR3711754_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/004/ERR3711754/ERR3711754_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/004/ERR3711754/ERR3711754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/004/ERR3711754/ERR3711754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/004/ERR3711754/ERR3711754_2.fastq.gz	3770207;5860665	c596d3542682c906ab672257bd6e2a5b;216b925310dd7db5d8f70d216c4eb677	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711754/C11F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711754/C11F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711754/C11F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711754/C11F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711754/C11F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711754/C11F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									C11F-ITS		C11F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359364	ERS4125614	ERX3715202	ERR3711755	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	40661	19599187	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-43	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-43	2050585;2858010	015e0acfe37d55a30f62e3e8a1ec0ce7;e27b654d086278abc87a2191bf9c645d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/005/ERR3711755/ERR3711755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/005/ERR3711755/ERR3711755_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/005/ERR3711755/ERR3711755_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/005/ERR3711755/ERR3711755_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/005/ERR3711755/ERR3711755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/005/ERR3711755/ERR3711755_2.fastq.gz	1921658;2729244	be44c2b29d67895c03f1a81a30aeb4a4;9ce21dbc1b90cc526b52d2361058c50a	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711755/C12F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711755/C12F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711755/C12F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711755/C12F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711755/C12F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711755/C12F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									C12F-ITS		C12F-ITS	0	2019-12-04
